COD;DESCRICAO;CODUF;DESCUF;SIGLAUF;LONGITUDE;LATITUDE
1100015;ALTA FLORESTA D'OESTE;11;RONDÔNIA;RO;-61,9998239;-11,9355403
1100023;ARIQUEMES;11;RONDÔNIA;RO;-63,03326928;-9,908462867
1100031;CABIXI;11;RONDÔNIA;RO;-60,54431358;-13,49976346
1100049;CACOAL;11;RONDÔNIA;RO;-61,44294421;-11,43386503
1100056;CEREJEIRAS;11;RONDÔNIA;RO;-60,81842616;-13,19503303
1100064;COLORADO DO OESTE;11;RONDÔNIA;RO;-60,55506746;-13,13056384
1100072;CORUMBIARA;11;RONDÔNIA;RO;-60,94870117;-12,99752024
1100080;COSTA MARQUES;11;RONDÔNIA;RO;-64,23165394;-12,43601388
1100098;ESPIGÃO D'OESTE;11;RONDÔNIA;RO;-61,02017311;-11,52855463
1100106;GUAJARÁ-MIRIM;11;RONDÔNIA;RO;-65,32395182;-10,77388374
1100114;JARU;11;RONDÔNIA;RO;-62,47623071;-10,43594877
1100122;JI-PARANÁ;11;RONDÔNIA;RO;-61,94509458;-10,88205132
1100130;MACHADINHO D'OESTE;11;RONDÔNIA;RO;-61,99959257;-9,42556248
1100148;NOVA BRASILÂNDIA D'OESTE;11;RONDÔNIA;RO;-62,30823016;-11,72132541
1100155;OURO PRETO DO OESTE;11;RONDÔNIA;RO;-62,26105519;-10,7235739
1100189;PIMENTA BUENO;11;RONDÔNIA;RO;-61,18366567;-11,67753699
1100205;PORTO VELHO;11;RONDÔNIA;RO;-63,83144565;-8,76889179
1100254;PRESIDENTE MÉDICI;11;RONDÔNIA;RO;-61,90943868;-11,17320502
1100262;RIO CRESPO;11;RONDÔNIA;RO;-62,90001037;-9,70553671
1100288;ROLIM DE MOURA;11;RONDÔNIA;RO;-61,78578094;-11,72225891
1100296;SANTA LUZIA D'OESTE;11;RONDÔNIA;RO;-61,77330546;-11,90842333
1100304;VILHENA;11;RONDÔNIA;RO;-60,13858387;-12,74137347
1100320;SÃO MIGUEL DO GUAPORÉ;11;RONDÔNIA;RO;-62,72006348;-11,69948974
1100338;NOVA MAMORÉ;11;RONDÔNIA;RO;-65,32914902;-10,41177129
1100346;ALVORADA D'OESTE;11;RONDÔNIA;RO;-62,27727487;-11,34413002
1100379;ALTO ALEGRE DOS PARECIS;11;RONDÔNIA;RO;-61,85307717;-12,13177722
1100403;ALTO PARAÍSO;11;RONDÔNIA;RO;-63,31762943;-9,716666738
1100452;BURITIS;11;RONDÔNIA;RO;-63,82967879;-10,20980541
1100502;NOVO HORIZONTE DO OESTE;11;RONDÔNIA;RO;-61,99438766;-11,70974292
1100601;CACAULÂNDIA;11;RONDÔNIA;RO;-62,90318993;-10,33887284
1100700;CAMPO NOVO DE RONDÔNIA;11;RONDÔNIA;RO;-63,62499143;-10,56841647
1100809;CANDEIAS DO JAMARI;11;RONDÔNIA;RO;-63,70002007;-8,785020703
1100908;CASTANHEIRAS;11;RONDÔNIA;RO;-61,9491612;-11,42684223
1100924;CHUPINGUAIA;11;RONDÔNIA;RO;-60,90184775;-12,55684076
1100940;CUJUBIM;11;RONDÔNIA;RO;-62,58717453;-9,378193399
1101005;GOVERNADOR JORGE TEIXEIRA;11;RONDÔNIA;RO;-62,74045764;-10,61207177
1101104;ITAPUÃ DO OESTE;11;RONDÔNIA;RO;-63,18233702;-9,191871675
1101203;MINISTRO ANDREAZZA;11;RONDÔNIA;RO;-61,51892193;-11,19623798
1101302;MIRANTE DA SERRA;11;RONDÔNIA;RO;-62,6694271;-11,04560929
1101401;MONTE NEGRO;11;RONDÔNIA;RO;-63,29555917;-10,26309776
1101435;NOVA UNIÃO;11;RONDÔNIA;RO;-62,5550894;-10,91553204
1101450;PARECIS;11;RONDÔNIA;RO;-61,59799797;-12,17982705
1101468;PIMENTEIRAS DO OESTE;11;RONDÔNIA;RO;-61,044379;-13,476562
1101476;PRIMAVERA DE RONDÔNIA;11;RONDÔNIA;RO;-61,31654624;-11,82570695
1101484;SÃO FELIPE D'OESTE;11;RONDÔNIA;RO;-61,51250811;-11,91438935
1101492;SÃO FRANCISCO DO GUAPORÉ;11;RONDÔNIA;RO;-63,57086471;-12,06379841
1101500;SERINGUEIRAS;11;RONDÔNIA;RO;-63,038761;-11,76711664
1101559;TEIXEIRÓPOLIS;11;RONDÔNIA;RO;-62,25592225;-10,93216929
1101609;THEOBROMA;11;RONDÔNIA;RO;-62,34514553;-10,24873055
1101708;URUPÁ;11;RONDÔNIA;RO;-62,37063245;-11,12854528
1101757;VALE DO ANARI;11;RONDÔNIA;RO;-62,17682344;-9,851392708
1101807;VALE DO PARAÍSO;11;RONDÔNIA;RO;-62,13439036;-10,43105268
1200013;ACRELÂNDIA;12;ACRE;AC;-67,05231658;-10,07379389
1200054;ASSIS BRASIL;12;ACRE;AC;-69,56345917;-10,94286568
1200104;BRASILÉIA;12;ACRE;AC;-68,74794343;-11,01641102
1200138;BUJARI;12;ACRE;AC;-67,95185928;-9,820019627
1200179;CAPIXABA;12;ACRE;AC;-67,67350797;-10,56976771
1200203;CRUZEIRO DO SUL;12;ACRE;AC;-72,67253132;-7,630690005
1200252;EPITACIOLÂNDIA;12;ACRE;AC;-68,74486807;-11,02823983
1200302;FEIJÓ;12;ACRE;AC;-70,35398361;-8,16024753
1200328;JORDÃO;12;ACRE;AC;-71,95087512;-9,19335786
1200336;MÂNCIO LIMA;12;ACRE;AC;-72,91650103;-7,593222594
1200344;MANOEL URBANO;12;ACRE;AC;-69,25994458;-8,836317737
1200351;MARECHAL THAUMATURGO;12;ACRE;AC;-72,79026591;-8,953591123
1200385;PLÁCIDO DE CASTRO;12;ACRE;AC;-67,18826009;-10,33513328
1200393;PORTO WALTER;12;ACRE;AC;-72,74233396;-8,266666363
1200401;RIO BRANCO;12;ACRE;AC;-67,8105287;-9,978298753
1200427;RODRIGUES ALVES;12;ACRE;AC;-72,64785491;-7,733602034
1200435;SANTA ROSA DO PURUS;12;ACRE;AC;-70,48649689;-9,443406537
1200450;SENADOR GUIOMARD;12;ACRE;AC;-67,74317236;-10,14817359
1200500;SENA MADUREIRA;12;ACRE;AC;-68,65568406;-9,065339505
1200609;TARAUACÁ;12;ACRE;AC;-70,75550106;-8,155668592
1200708;XAPURI;12;ACRE;AC;-68,50629481;-10,65207194
1200807;PORTO ACRE;12;ACRE;AC;-67,54059008;-9,600858231
1300029;ALVARÃES;13;AMAZONAS;AM;-64,81353468;-3,216583769
1300060;AMATURÁ;13;AMAZONAS;AM;-68,20961464;-3,366805188
1300086;ANAMÃ;13;AMAZONAS;AM;-61,40590348;-3,576370427
1300102;ANORI;13;AMAZONAS;AM;-61,65895538;-3,745385586
1300144;APUÍ;13;AMAZONAS;AM;-59,8856661;-7,197870152
1300201;ATALAIA DO NORTE;13;AMAZONAS;AM;-70,18798928;-4,36615749
1300300;AUTAZES;13;AMAZONAS;AM;-59,13356709;-3,578663642
1300409;BARCELOS;13;AMAZONAS;AM;-62,92566966;-0,972801053
1300508;BARREIRINHA;13;AMAZONAS;AM;-57,06775049;-2,798149837
1300607;BENJAMIN CONSTANT;13;AMAZONAS;AM;-70,02734843;-4,374989019
1300631;BERURI;13;AMAZONAS;AM;-61,37157089;-3,89451341
1300680;BOA VISTA DO RAMOS;13;AMAZONAS;AM;-57,58770735;-2,971726532
1300706;BOCA DO ACRE;13;AMAZONAS;AM;-67,39957776;-8,751243196
1300805;BORBA;13;AMAZONAS;AM;-59,59455902;-4,390619891
1300839;CAAPIRANGA;13;AMAZONAS;AM;-61,21133413;-3,330093392
1300904;CANUTAMA;13;AMAZONAS;AM;-64,39423082;-6,529106076
1301001;CARAUARI;13;AMAZONAS;AM;-66,89663528;-4,881665904
1301100;CAREIRO;13;AMAZONAS;AM;-60,36380984;-3,82244727
1301159;CAREIRO DA VÁRZEA;13;AMAZONAS;AM;-59,82631406;-3,197396595
1301209;COARI;13;AMAZONAS;AM;-63,14218398;-4,084219159
1301308;CODAJÁS;13;AMAZONAS;AM;-62,06342966;-3,843045933
1301407;EIRUNEPÉ;13;AMAZONAS;AM;-69,86629026;-6,667352567
1301506;ENVIRA;13;AMAZONAS;AM;-70,03041254;-7,439817544
1301605;FONTE BOA;13;AMAZONAS;AM;-66,09650299;-2,512270685
1301654;GUAJARÁ;13;AMAZONAS;AM;-72,58243054;-7,547774415
1301704;HUMAITÁ;13;AMAZONAS;AM;-63,02669802;-7,512224951
1301803;IPIXUNA;13;AMAZONAS;AM;-71,69441806;-7,050980114
1301852;IRANDUBA;13;AMAZONAS;AM;-60,19338817;-3,281053878
1301902;ITACOATIARA;13;AMAZONAS;AM;-58,44017544;-3,140378804
1301951;ITAMARATI;13;AMAZONAS;AM;-68,24791744;-6,437799349
1302009;ITAPIRANGA;13;AMAZONAS;AM;-58,03454588;-2,741842752
1302108;JAPURÁ;13;AMAZONAS;AM;-66,99690349;-1,880844859
1302207;JURUÁ;13;AMAZONAS;AM;-66,06304193;-3,474889599
1302306;JUTAÍ;13;AMAZONAS;AM;-66,77132755;-2,744646447
1302405;LÁBREA;13;AMAZONAS;AM;-64,79477303;-7,261946553
1302504;MANACAPURU;13;AMAZONAS;AM;-60,62058945;-3,298278035
1302553;MANAQUIRI;13;AMAZONAS;AM;-60,45888131;-3,429079669
1302603;MANAUS;13;AMAZONAS;AM;-60,02333518;-3,134691491
1302702;MANICORÉ;13;AMAZONAS;AM;-61,29924841;-5,813205261
1302801;MARAÃ;13;AMAZONAS;AM;-65,5742837;-1,866436877
1302900;MAUÉS;13;AMAZONAS;AM;-57,71503439;-3,386427926
1303007;NHAMUNDÁ;13;AMAZONAS;AM;-56,71676991;-2,188983767
1303106;NOVA OLINDA DO NORTE;13;AMAZONAS;AM;-59,09307403;-3,887592832
1303205;NOVO AIRÃO;13;AMAZONAS;AM;-60,94881071;-2,623432459
1303304;NOVO ARIPUANÃ;13;AMAZONAS;AM;-60,37704567;-5,122669314
1303403;PARINTINS;13;AMAZONAS;AM;-56,73629215;-2,627052586
1303502;PAUINI;13;AMAZONAS;AM;-67,00209749;-7,714043644
1303536;PRESIDENTE FIGUEIREDO;13;AMAZONAS;AM;-60,02564683;-2,058429085
1303569;RIO PRETO DA EVA;13;AMAZONAS;AM;-59,70473809;-2,693301542
1303601;SANTA ISABEL DO RIO NEGRO;13;AMAZONAS;AM;-65,02002264;-0,416694832
1303700;SANTO ANTÔNIO DO IÇÁ;13;AMAZONAS;AM;-67,94648514;-3,107486309
1303809;SÃO GABRIEL DA CACHOEIRA;13;AMAZONAS;AM;-67,0836429;-0,136462788
1303908;SÃO PAULO DE OLIVENÇA;13;AMAZONAS;AM;-68,94485349;-3,466509623
1303957;SÃO SEBASTIÃO DO UATUMÃ;13;AMAZONAS;AM;-57,87034636;-2,57015258
1304005;SILVES;13;AMAZONAS;AM;-58,21480086;-2,83642743
1304062;TABATINGA;13;AMAZONAS;AM;-69,94624438;-4,231883676
1304104;TAPAUÁ;13;AMAZONAS;AM;-63,18709487;-5,624223518
1304203;TEFÉ;13;AMAZONAS;AM;-64,70841966;-3,348372494
1304237;TONANTINS;13;AMAZONAS;AM;-67,77648228;-2,86109125
1304260;UARINI;13;AMAZONAS;AM;-65,15534564;-2,983609243
1304302;URUCARÁ;13;AMAZONAS;AM;-57,75982817;-2,536611672
1304401;URUCURITUBA;13;AMAZONAS;AM;-58,15964104;-3,134633116
1400027;AMAJARI;14;RORAIMA;RR;-61,42059017;3,652118445
1400050;ALTO ALEGRE;14;RORAIMA;RR;-61,31402239;2,993822948
1400100;BOA VISTA;14;RORAIMA;RR;-60,67053267;2,816681919
1400159;BONFIM;14;RORAIMA;RR;-59,87800663;3,350288619
1400175;CANTÁ;14;RORAIMA;RR;-60,60206285;2,607666398
1400209;CARACARAÍ;14;RORAIMA;RR;-61,14917687;1,803871247
1400233;CAROEBE;14;RORAIMA;RR;-59,69481007;0,872674507
1400282;IRACEMA;14;RORAIMA;RR;-61,05225859;2,168214765
1400308;MUCAJAÍ;14;RORAIMA;RR;-60,91151853;2,479772235
1400407;NORMANDIA;14;RORAIMA;RR;-59,63520628;3,882978285
1400456;PACARAIMA;14;RORAIMA;RR;-61,14730635;4,47525934
1400472;RORAINÓPOLIS;14;RORAIMA;RR;-60,42506049;0,937195394
1400506;SÃO JOÃO DA BALIZA;14;RORAIMA;RR;-59,90604435;0,947157427
1400605;SÃO LUIZ;14;RORAIMA;RR;-60,02826677;1,018111627
1400704;UIRAMUTÃ;14;RORAIMA;RR;-60,19571615;4,585440388
1500107;ABAETETUBA;15;PARÁ;PA;-48,88440382;-1,723469863
1500131;ABEL FIGUEIREDO;15;PARÁ;PA;-48,39676213;-4,951390896
1500206;ACARÁ;15;PARÁ;PA;-48,20045643;-1,9634365
1500305;AFUÁ;15;PARÁ;PA;-50,39142759;-0,159171694
1500347;ÁGUA AZUL DO NORTE;15;PARÁ;PA;-50,48527451;-6,804948867
1500404;ALENQUER;15;PARÁ;PA;-54,74086235;-1,951397505
1500503;ALMEIRIM;15;PARÁ;PA;-52,57683509;-1,527338803
1500602;ALTAMIRA;15;PARÁ;PA;-52,21437631;-3,20565951
1500701;ANAJÁS;15;PARÁ;PA;-49,94500104;-0,984451394
1500800;ANANINDEUA;15;PARÁ;PA;-48,37206665;-1,368713568
1500859;ANAPU;15;PARÁ;PA;-51,2016218;-3,476104635
1500909;AUGUSTO CORRÊA;15;PARÁ;PA;-46,64164579;-1,02292101
1500958;AURORA DO PARÁ;15;PARÁ;PA;-47,5561746;-2,129376013
1501006;AVEIRO;15;PARÁ;PA;-55,33073439;-3,605595259
1501105;BAGRE;15;PARÁ;PA;-50,22198692;-1,88980806
1501204;BAIÃO;15;PARÁ;PA;-49,67275337;-2,791961861
1501253;BANNACH;15;PARÁ;PA;-50,40604712;-7,351072192
1501303;BARCARENA;15;PARÁ;PA;-48,62707289;-1,505767005
1501402;BELÉM;15;PARÁ;PA;-48,48782569;-1,459845
1501451;BELTERRA;15;PARÁ;PA;-54,94267474;-2,649020169
1501501;BENEVIDES;15;PARÁ;PA;-48,24183645;-1,361437515
1501576;BOM JESUS DO TOCANTINS;15;PARÁ;PA;-48,59903996;-5,047362704
1501600;BONITO;15;PARÁ;PA;-47,30589182;-1,367474357
1501709;BRAGANÇA;15;PARÁ;PA;-46,76575421;-1,053523956
1501725;BRASIL NOVO;15;PARÁ;PA;-52,54344119;-3,297803704
1501758;BREJO GRANDE DO ARAGUAIA;15;PARÁ;PA;-48,40576042;-5,707296154
1501782;BREU BRANCO;15;PARÁ;PA;-49,56987968;-3,778135413
1501808;BREVES;15;PARÁ;PA;-50,4808948;-1,6907365
1501907;BUJARU;15;PARÁ;PA;-48,03587501;-1,513991462
1501956;CACHOEIRA DO PIRIÁ;15;PARÁ;PA;-46,54739142;-1,752897005
1502004;CACHOEIRA DO ARARI;15;PARÁ;PA;-48,96066758;-1,008786266
1502103;CAMETÁ;15;PARÁ;PA;-49,49783017;-2,24683848
1502152;CANAÃ DOS CARAJÁS;15;PARÁ;PA;-49,84895843;-6,532196616
1502202;CAPANEMA;15;PARÁ;PA;-47,17512612;-1,192441995
1502301;CAPITÃO POÇO;15;PARÁ;PA;-47,06282538;-1,746187293
1502400;CASTANHAL;15;PARÁ;PA;-47,92664314;-1,295756805
1502509;CHAVES;15;PARÁ;PA;-49,98931861;-0,16243729
1502608;COLARES;15;PARÁ;PA;-48,28872843;-0,932091244
1502707;CONCEIÇÃO DO ARAGUAIA;15;PARÁ;PA;-49,26450081;-8,26486353
1502756;CONCÓRDIA DO PARÁ;15;PARÁ;PA;-47,94988694;-1,984521463
1502764;CUMARU DO NORTE;15;PARÁ;PA;-50,77157838;-7,811106537
1502772;CURIONÓPOLIS;15;PARÁ;PA;-49,60221422;-6,096819952
1502806;CURRALINHO;15;PARÁ;PA;-49,79152285;-1,80942342
1502855;CURUÁ;15;PARÁ;PA;-55,11967861;-1,889928704
1502905;CURUÇÁ;15;PARÁ;PA;-47,85126509;-0,73249551
1502939;DOM ELISEU;15;PARÁ;PA;-47,55591489;-4,29077772
1502954;ELDORADO DOS CARAJÁS;15;PARÁ;PA;-49,37395194;-6,103525161
1503002;FARO;15;PARÁ;PA;-56,74575302;-2,172975242
1503044;FLORESTA DO ARAGUAIA;15;PARÁ;PA;-49,69757841;-7,558700872
1503077;GARRAFÃO DO NORTE;15;PARÁ;PA;-47,04504602;-1,931697043
1503093;GOIANÉSIA DO PARÁ;15;PARÁ;PA;-49,10104492;-3,842468
1503101;GURUPÁ;15;PARÁ;PA;-51,64369572;-1,404918
1503200;IGARAPÉ-AÇU;15;PARÁ;PA;-47,62237549;-1,124322
1503309;IGARAPÉ-MIRI;15;PARÁ;PA;-48,96229947;-1,983116
1503408;INHANGAPI;15;PARÁ;PA;-47,91339275;-1,426581981
1503457;IPIXUNA DO PARÁ;15;PARÁ;PA;-47,49971759;-2,5575285
1503507;IRITUIA;15;PARÁ;PA;-47,44075561;-1,771474995
1503606;ITAITUBA;15;PARÁ;PA;-55,99004886;-4,26372948
1503705;ITUPIRANGA;15;PARÁ;PA;-49,32442586;-5,128837026
1503754;JACAREACANGA;15;PARÁ;PA;-57,76633986;-6,223551731
1503804;JACUNDÁ;15;PARÁ;PA;-49,11278156;-4,448405475
1503903;JURUTI;15;PARÁ;PA;-56,09499769;-2,155252995
1504000;LIMOEIRO DO AJURU;15;PARÁ;PA;-49,3815339;-1,8919485
1504059;MÃE DO RIO;15;PARÁ;PA;-47,55229018;-2,047707441
1504109;MAGALHÃES BARATA;15;PARÁ;PA;-47,5991819;-0,795850156
1504208;MARABÁ;15;PARÁ;PA;-49,14202533;-5,352605763
1504307;MARACANÃ;15;PARÁ;PA;-47,45526796;-0,76241946
1504406;MARAPANIM;15;PARÁ;PA;-47,70254875;-0,712150996
1504422;MARITUBA;15;PARÁ;PA;-48,34053588;-1,346417266
1504455;MEDICILÂNDIA;15;PARÁ;PA;-52,88834535;-3,445417412
1504505;MELGAÇO;15;PARÁ;PA;-50,7174647;-1,803446699
1504604;MOCAJUBA;15;PARÁ;PA;-49,50902346;-2,582872973
1504703;MOJU;15;PARÁ;PA;-48,76719913;-1,885889
1504802;MONTE ALEGRE;15;PARÁ;PA;-54,07337473;-2,003328
1504901;MUANÁ;15;PARÁ;PA;-49,21683244;-1,530026208
1504950;NOVA ESPERANÇA DO PIRIÁ;15;PARÁ;PA;-46,96209288;-2,267625989
1504976;NOVA IPIXUNA;15;PARÁ;PA;-49,07988694;-4,923086307
1505007;NOVA TIMBOTEUA;15;PARÁ;PA;-47,39320228;-1,204143647
1505031;NOVO PROGRESSO;15;PARÁ;PA;-55,41987012;-7,034835913
1505064;NOVO REPARTIMENTO;15;PARÁ;PA;-49,94863824;-4,2481485
1505106;ÓBIDOS;15;PARÁ;PA;-55,51632351;-1,909235496
1505205;OEIRAS DO PARÁ;15;PARÁ;PA;-49,85510611;-2,004734
1505304;ORIXIMINÁ;15;PARÁ;PA;-55,86279952;-1,7637535
1505403;OURÉM;15;PARÁ;PA;-47,11761936;-1,548947142
1505437;OURILÂNDIA DO NORTE;15;PARÁ;PA;-51,09083277;-6,740617086
1505486;PACAJÁ;15;PARÁ;PA;-50,63484083;-3,830305704
1505494;PALESTINA DO PARÁ;15;PARÁ;PA;-48,32179373;-5,749934106
1505502;PARAGOMINAS;15;PARÁ;PA;-47,35696156;-2,9941905
1505536;PARAUAPEBAS;15;PARÁ;PA;-49,90078063;-6,072729888
1505551;PAU D'ARCO;15;PARÁ;PA;-50,04827553;-7,836794404
1505601;PEIXE-BOI;15;PARÁ;PA;-47,31792702;-1,189569241
1505635;PIÇARRA;15;PARÁ;PA;-48,86840067;-6,453676235
1505650;PLACAS;15;PARÁ;PA;-54,21696813;-3,867315562
1505700;PONTA DE PEDRAS;15;PARÁ;PA;-48,87178556;-1,396599998
1505809;PORTEL;15;PARÁ;PA;-50,82249044;-1,936451
1505908;PORTO DE MOZ;15;PARÁ;PA;-52,24247692;-1,746090089
1506005;PRAINHA;15;PARÁ;PA;-53,48181394;-1,8056945
1506104;PRIMAVERA;15;PARÁ;PA;-47,11725126;-0,940111516
1506112;QUATIPURU;15;PARÁ;PA;-47,00678699;-0,900115854
1506138;REDENÇÃO;15;PARÁ;PA;-50,02964183;-8,0276045
1506161;RIO MARIA;15;PARÁ;PA;-50,04641088;-7,311115245
1506187;RONDON DO PARÁ;15;PARÁ;PA;-48,06997375;-4,777821727
1506195;RURÓPOLIS;15;PARÁ;PA;-54,90586226;-4,09906539
1506203;SALINÓPOLIS;15;PARÁ;PA;-47,35312026;-0,623638
1506302;SALVATERRA;15;PARÁ;PA;-48,5131866;-0,754525974
1506351;SANTA BÁRBARA DO PARÁ;15;PARÁ;PA;-48,29774065;-1,229439467
1506401;SANTA CRUZ DO ARARI;15;PARÁ;PA;-49,17161557;-0,659974126
1506500;SANTA ISABEL DO PARÁ;15;PARÁ;PA;-48,16305994;-1,297395901
1506559;SANTA LUZIA DO PARÁ;15;PARÁ;PA;-46,9061692;-1,518827891
1506583;SANTA MARIA DAS BARREIRAS;15;PARÁ;PA;-49,71935186;-8,87055054
1506609;SANTA MARIA DO PARÁ;15;PARÁ;PA;-47,57469541;-1,347866459
1506708;SANTANA DO ARAGUAIA;15;PARÁ;PA;-50,34480432;-9,329424525
1506807;SANTARÉM;15;PARÁ;PA;-54,71857017;-2,43621333
1506906;SANTARÉM NOVO;15;PARÁ;PA;-47,40092474;-0,928719536
1507003;SANTO ANTÔNIO DO TAUÁ;15;PARÁ;PA;-48,13243307;-1,1516925
1507102;SÃO CAETANO DE ODIVELAS;15;PARÁ;PA;-48,0258055;-0,74661776
1507151;SÃO DOMINGOS DO ARAGUAIA;15;PARÁ;PA;-48,72037341;-5,549841
1507201;SÃO DOMINGOS DO CAPIM;15;PARÁ;PA;-47,77478457;-1,6758145
1507300;SÃO FÉLIX DO XINGU;15;PARÁ;PA;-51,99378252;-6,642483278
1507409;SÃO FRANCISCO DO PARÁ;15;PARÁ;PA;-47,79051461;-1,170188785
1507458;SÃO GERALDO DO ARAGUAIA;15;PARÁ;PA;-48,55571249;-6,39895797
1507466;SÃO JOÃO DA PONTA;15;PARÁ;PA;-47,92072417;-0,851002145
1507474;SÃO JOÃO DE PIRABAS;15;PARÁ;PA;-47,1726743;-0,766442532
1507508;SÃO JOÃO DO ARAGUAIA;15;PARÁ;PA;-48,7886334;-5,359002724
1507607;SÃO MIGUEL DO GUAMÁ;15;PARÁ;PA;-47,48240894;-1,617135914
1507706;SÃO SEBASTIÃO DA BOA VISTA;15;PARÁ;PA;-49,53231217;-1,7188505
1507755;SAPUCAIA;15;PARÁ;PA;-49,70358071;-6,942857113
1507805;SENADOR JOSÉ PORFÍRIO;15;PARÁ;PA;-51,95305642;-2,594850418
1507904;SOURE;15;PARÁ;PA;-48,51601266;-0,7259255
1507953;TAILÂNDIA;15;PARÁ;PA;-48,95128163;-2,9370795
1507961;TERRA ALTA;15;PARÁ;PA;-47,90780835;-1,034826664
1507979;TERRA SANTA;15;PARÁ;PA;-56,49090477;-2,108114474
1508001;TOMÉ-AÇU;15;PARÁ;PA;-48,14689659;-2,419366855
1508035;TRACUATEUA;15;PARÁ;PA;-46,89947834;-1,068784059
1508050;TRAIRÃO;15;PARÁ;PA;-55,99617003;-4,69981915
1508084;TUCUMÃ;15;PARÁ;PA;-51,13953925;-6,749972007
1508100;TUCURUÍ;15;PARÁ;PA;-49,66718437;-3,766889084
1508126;ULIANÓPOLIS;15;PARÁ;PA;-47,50314475;-3,75719301
1508159;URUARÁ;15;PARÁ;PA;-53,73703105;-3,7065285
1508209;VIGIA;15;PARÁ;PA;-48,14149859;-0,855532574
1508308;VISEU;15;PARÁ;PA;-46,13876522;-1,203278527
1508357;VITÓRIA DO XINGU;15;PARÁ;PA;-52,01126035;-2,88376571
1508407;XINGUARA;15;PARÁ;PA;-49,94270058;-7,101512827
1600055;SERRA DO NAVIO;16;AMAPÁ;AP;-52,00353844;0,897841041
1600105;AMAPÁ;16;AMAPÁ;AP;-50,79321447;2,053921245
1600154;PEDRA BRANCA DO AMAPARI;16;AMAPÁ;AP;-51,94659427;0,776882861
1600204;CALÇOENE;16;AMAPÁ;AP;-50,94477273;2,496559045
1600212;CUTIAS;16;AMAPÁ;AP;-50,80162603;0,971078055
1600238;FERREIRA GOMES;16;AMAPÁ;AP;-51,18742905;0,853977393
1600253;ITAUBAL;16;AMAPÁ;AP;-50,70017944;0,600653288
1600279;LARANJAL DO JARI;16;AMAPÁ;AP;-52,53902074;-0,8556645
1600303;MACAPÁ;16;AMAPÁ;AP;-51,05740546;0,03895101
1600402;MAZAGÃO;16;AMAPÁ;AP;-51,28607686;-0,124396329
1600501;OIAPOQUE;16;AMAPÁ;AP;-51,83055256;3,851130733
1600535;PORTO GRANDE;16;AMAPÁ;AP;-51,41444882;0,712554702
1600550;PRACUÚBA;16;AMAPÁ;AP;-50,78425372;1,742508487
1600600;SANTANA;16;AMAPÁ;AP;-51,17284647;-0,038373479
1600709;TARTARUGALZINHO;16;AMAPÁ;AP;-50,91278615;1,50984824
1600808;VITÓRIA DO JARI;16;AMAPÁ;AP;-52,41961478;-0,918977089
1700251;ABREULÂNDIA;17;TOCANTINS;TO;-49,16243756;-9,621790712
1700301;AGUIARNÓPOLIS;17;TOCANTINS;TO;-47,47045659;-6,547170821
1700350;ALIANÇA DO TOCANTINS;17;TOCANTINS;TO;-48,94124002;-11,30374305
1700400;ALMAS;17;TOCANTINS;TO;-47,17417168;-11,57452347
1700707;ALVORADA;17;TOCANTINS;TO;-49,12681141;-12,47881532
1701002;ANANÁS;17;TOCANTINS;TO;-48,07976461;-6,362818154
1701051;ANGICO;17;TOCANTINS;TO;-47,86207784;-6,38775275
1701101;APARECIDA DO RIO NEGRO;17;TOCANTINS;TO;-47,97667001;-9,955877715
1701309;ARAGOMINAS;17;TOCANTINS;TO;-48,52343019;-7,164349271
1701903;ARAGUACEMA;17;TOCANTINS;TO;-49,56181264;-8,801802544
1702000;ARAGUAÇU;17;TOCANTINS;TO;-49,82861244;-12,92558371
1702109;ARAGUAÍNA;17;TOCANTINS;TO;-48,20870525;-7,19132894
1702158;ARAGUANÃ;17;TOCANTINS;TO;-48,64374955;-6,58224942
1702208;ARAGUATINS;17;TOCANTINS;TO;-48,12350734;-5,650586473
1702307;ARAPOEMA;17;TOCANTINS;TO;-49,07563739;-7,652569735
1702406;ARRAIAS;17;TOCANTINS;TO;-46,94610706;-12,93441986
1702554;AUGUSTINÓPOLIS;17;TOCANTINS;TO;-47,88095679;-5,465414296
1702703;AURORA DO TOCANTINS;17;TOCANTINS;TO;-46,40708298;-12,70848986
1702901;AXIXÁ DO TOCANTINS;17;TOCANTINS;TO;-47,77415603;-5,624309066
1703008;BABAÇULÂNDIA;17;TOCANTINS;TO;-47,75881613;-7,201864532
1703057;BANDEIRANTES DO TOCANTINS;17;TOCANTINS;TO;-48,5783806;-7,764859141
1703073;BARRA DO OURO;17;TOCANTINS;TO;-47,68713497;-7,691766599
1703107;BARROLÂNDIA;17;TOCANTINS;TO;-48,73146059;-9,831653365
1703206;BERNARDO SAYÃO;17;TOCANTINS;TO;-48,89905435;-7,868512483
1703305;BOM JESUS DO TOCANTINS;17;TOCANTINS;TO;-48,16638049;-8,963348013
1703602;BRASILÂNDIA DO TOCANTINS;17;TOCANTINS;TO;-48,48537442;-8,384889351
1703701;BREJINHO DE NAZARÉ;17;TOCANTINS;TO;-48,55866023;-11,01080506
1703800;BURITI DO TOCANTINS;17;TOCANTINS;TO;-48,22325013;-5,313538856
1703826;CACHOEIRINHA;17;TOCANTINS;TO;-47,91419778;-6,113241647
1703842;CAMPOS LINDOS;17;TOCANTINS;TO;-46,80197435;-7,971681394
